PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,abv
-0.36573976409158965,1.893255149360119,-1.9910306007938297,0.5082807075890373,0.06296758942714022,0.5511716606384951,-0.33425629696065723,0.44774028971179397,-0.39588786421656585,0.733462170972975,6.91
-0.6310263728826673,0.8714226012365078,-0.4012995158076616,1.279090823500532,0.07658475161911565,0.8705456079456999,-0.36858703769475326,0.2371664943348495,-0.3160417288386035,0.632558959960614,6.88
-0.36573976409160003,1.8932551493601115,-1.9910306007938243,0.5082807075890402,0.06296758942714134,0.551171660638493,-0.33425629696065867,0.44774028971179464,-0.39588786421656724,0.7334621709729764,6.92
0.3073946957428465,1.0250109512718981,-1.5054029631253392,-0.2558876327709471,-1.3266503557263538,1.9669037273130359,-0.7048212024203271,1.1120362302525568,0.3710246221659382,0.21624096302302578,7.03
-0.7304913655576923,1.4241052949391162,-1.96677723529905,0.26104332405024644,-0.07643047044791658,0.08840636921601365,-0.04468325521058827,0.318660559389046,-0.04958033971223993,0.304574549693756,6.78
-1.0564653910904782,1.9167639048407086,-2.9865087611055112,0.8896158691215885,0.5751377083439025,-0.49354500635363974,-0.7058213550723244,1.5745637803649046,1.0752060050748702,-0.9988431758925261,6.79
-0.9723200848896946,1.7152723978925348,-2.131953788671138,0.3829576645023648,0.04137600564606959,0.3646037628156774,-0.2065237472169443,0.9782898936801222,0.16778082379996193,-0.0586318888263478,7.07
-0.9723200848896917,1.715272397892531,-2.131953788671139,0.3829576645023661,0.04137600564606921,0.3646037628156771,-0.20652374721694622,0.9782898936801199,0.1677808237999617,-0.05863188882634962,7.06
-0.8544601040749976,1.714797171135778,-1.7656486433435776,0.35921348834901395,-0.2778876806906472,0.5883939982743248,0.12701627479128857,0.5071888506371606,-0.1383029799008078,0.3612473862567411,7.01
-0.8544601040749957,1.7147971711357755,-1.7656486433435767,0.3592134883490114,-0.27788768069064856,0.5883939982743259,0.1270162747912884,0.5071888506371638,-0.13830297990080673,0.3612473862567407,7.01
-0.9934387286711241,1.8539974801765424,-1.7851760378778854,0.49762955071731363,-0.027285945908510346,0.29456462734496847,0.09923445003387597,0.11625257947379185,-0.5050482172343671,0.9892724789718516,7.06
-0.9116834776523653,2.00632155519399,-1.840128777151487,0.7315046401867855,0.09535397336033422,0.8146984110044075,-0.14652030217050896,0.22653351555683676,-0.873585192458703,0.48997265612596974,6.95
-1.1961765509021516,2.167140233595453,-2.2133878959915507,0.8101509164992261,0.05768546743878026,0.16793741743182128,-0.3833787725599388,0.22575133385271612,-0.1761585462765044,-0.11375855742900345,6.89
-0.7822718472173594,1.7938933635142236,-1.6149653974169864,0.24344632497970844,0.2287993161766597,0.4292505370308768,0.13180996712690327,0.20670832078960238,-0.9180194215504037,0.9700924249916848,7.01
-1.0726949349475232,1.95880917368306,-2.1919703009665126,0.9368233099076472,0.31106010496209774,-0.3228069004448018,-0.22676579076229042,-0.22749785526248942,-0.33549539832045805,0.4271363524381384,7.2
-1.0726949349475232,1.95880917368306,-2.1919703009665126,0.9368233099076466,0.311060104962098,-0.322806900444802,-0.22676579076229064,-0.2274978552624891,-0.3354953983204586,0.42713635243813824,7.21
-0.7788160093906842,1.7480648387554838,-1.9439865530718745,0.9415459128181966,0.4428746916011355,0.23125817854823633,0.042567547237327585,-0.430490651793232,-0.5674770525265053,0.8924025917959343,7.09
-0.7669748006565184,1.5606465619517569,-1.4247122197570719,0.2879031319049837,-0.2509627417151673,1.2126340004111913,0.27696053632136286,0.3111144283689451,-0.7142513707988187,0.39931757611457447,7.05
-1.217615379188084,2.196090812747672,-2.314358915113728,1.2522727935368037,0.6961234604517149,-0.47220476532862277,-0.046131906095963,-0.2844001114345342,-0.23079316855081836,-0.11304992858583297,7.12
-0.803217104994589,1.4509708600444504,-1.7702612208853137,0.9110646407031026,-0.3046222540124138,0.9714817738478829,-0.29370952971833825,0.8482060687472068,0.4613024413812536,-0.6789911936315598,6.85
-0.9464149229614544,1.6926000064091713,-1.9779467455623705,0.2859457514523327,-0.20278623265706294,0.2455603021692368,-0.21382449463421874,0.7549655149939118,-0.001762016640507282,0.4302292469833267,7.07
-0.9648187505523246,1.7902387157123418,-1.8649023421354038,0.13404560853724362,0.23746226324811834,-0.5235300429369466,0.23759863986965496,0.3595828653720185,-0.45457958535147713,0.2985420073861438,7.04
-1.01311686470506,1.7743640727206706,-1.8061897498756299,0.42525686474408547,-0.6732235279726385,0.5011004146936111,-0.5569226453814714,-0.0490586604134717,-0.45515661923127293,0.1495719443326435,7.1
-0.8638571816394609,1.709396695011223,-1.785545240759981,0.6071827484989492,-0.030208907289412022,0.793250365121043,0.21903733182338342,0.48521447545308505,-0.2655020486421661,0.27717893058412846,7.18
-0.8638571816394609,1.709396695011223,-1.785545240759981,0.6071827484989492,-0.030208907289412022,0.793250365121043,0.21903733182338342,0.48521447545308505,-0.2655020486421661,0.27717893058412846,7.13
-1.0893022289625818,1.9212049491431868,-2.443423418722438,0.5660601911439477,0.9078746292389036,-0.5004471320188616,-0.2101814004448975,0.9337165376693786,-0.1823188172845928,0.3610944068031287,6.88
-1.0739888321803985,1.953430444580325,-2.20108665293147,0.7228573022637371,0.3085393526361956,0.011670470915723978,-0.49581356918566843,0.19749460589724904,-0.46051959833275874,0.9119411463064241,7.0
-0.9225711713225014,1.6275385171188166,-1.8020977978248929,0.18094740916706306,-0.02903474489720053,0.35842918924611217,-0.058214550748471275,0.6570422931692458,-0.36324609800156205,0.6634970110799192,7.2
-0.9225711713225014,1.6275385171188166,-1.8020977978248929,0.18094740916706306,-0.02903474489720053,0.35842918924611217,-0.058214550748471275,0.6570422931692458,-0.36324609800156205,0.6634970110799192,7.2
